# x, y, theta, v_l, v_r
1494.20, 4077.30, -0.277, 99.90, 99.90
1495.16, 4077.03, -0.277, 99.90, 99.90
1496.12, 4076.76, -0.277, 99.90, 99.90
1497.08, 4076.48, -0.277, 99.90, 99.90
1498.04, 4076.21, -0.277, 99.90, 99.90
1499.00, 4075.94, -0.277, 99.90, 99.90
1499.96, 4075.66, -0.277, 99.90, 99.90
1500.92, 4075.39, -0.277, 99.90, 99.90
1501.88, 4075.12, -0.277, 99.90, 99.90
1502.84, 4074.86, -0.267, 98.92, 99.90
1503.81, 4074.60, -0.267, 99.90, 99.90
1504.77, 4074.33, -0.267, 99.90, 99.90
1505.73, 4074.07, -0.267, 99.90, 99.90
1506.70, 4073.81, -0.267, 99.90, 99.90
1507.66, 4073.54, -0.267, 99.90, 99.90
1508.62, 4073.28, -0.267, 99.90, 99.90
1509.37, 4073.62, 0.234, 49.85, 99.90
1510.34, 4073.85, 0.234, 99.90, 99.90
1510.99, 4074.52, 0.744, 48.88, 99.90
1511.64, 4074.55, 0.234, 99.90, 48.88
1512.61, 4074.78, 0.234, 99.90, 99.90
1513.58, 4075.01, 0.234, 99.90, 99.90
1514.55, 4075.24, 0.234, 99.90, 99.90
1515.52, 4075.47, 0.234, 99.90, 99.90
1516.50, 4075.70, 0.234, 99.90, 99.90
1517.47, 4075.93, 0.234, 99.90, 99.90
1518.44, 4076.16, 0.234, 99.90, 99.90
1519.41, 4076.39, 0.234, 99.90, 99.90
1520.38, 4076.63, 0.234, 99.90, 99.90
1521.36, 4076.86, 0.234, 99.90, 99.90
1522.33, 4077.09, 0.234, 99.90, 99.90
1523.30, 4077.32, 0.234, 99.90, 99.90
1524.27, 4077.55, 0.234, 99.90, 99.90
1525.24, 4077.78, 0.234, 99.90, 99.90
1526.21, 4078.01, 0.234, 99.90, 99.90
1527.19, 4078.24, 0.234, 99.90, 99.90
1528.16, 4078.48, 0.234, 99.90, 99.90
1529.13, 4078.71, 0.234, 99.90, 99.90
1530.10, 4078.94, 0.234, 99.90, 99.90
1531.07, 4079.17, 0.234, 99.90, 99.90
1532.05, 4079.40, 0.234, 99.90, 99.90
1533.02, 4079.63, 0.234, 99.90, 99.90
1533.99, 4079.86, 0.234, 99.90, 99.90
1534.96, 4080.09, 0.234, 99.90, 99.90
1535.93, 4080.33, 0.234, 99.90, 99.90
1536.91, 4080.56, 0.234, 99.90, 99.90
1537.88, 4080.79, 0.234, 99.90, 99.90
1538.85, 4081.02, 0.234, 99.90, 99.90
1539.82, 4081.25, 0.234, 99.90, 99.90
1540.79, 4081.48, 0.234, 99.90, 99.90
1541.77, 4081.71, 0.234, 99.90, 99.90
1542.74, 4081.94, 0.234, 99.90, 99.90
1543.71, 4082.18, 0.234, 99.90, 99.90
1544.68, 4082.41, 0.234, 99.90, 99.90
1545.65, 4082.64, 0.234, 99.90, 99.90
1546.62, 4082.87, 0.234, 99.90, 99.90
1547.60, 4083.10, 0.234, 99.90, 99.90
1548.57, 4083.33, 0.234, 99.90, 99.90
1549.54, 4083.56, 0.234, 99.90, 99.90
1550.51, 4083.79, 0.234, 99.90, 99.90
1551.48, 4084.02, 0.234, 99.90, 99.90
1552.46, 4084.26, 0.234, 99.90, 99.90
1553.43, 4084.49, 0.234, 99.90, 99.90
1554.40, 4084.72, 0.234, 99.90, 99.90
1555.37, 4084.95, 0.234, 99.90, 99.90
1556.34, 4085.18, 0.234, 99.90, 99.90
1557.32, 4085.41, 0.234, 99.90, 99.90
1558.29, 4085.64, 0.234, 99.90, 99.90
1559.26, 4085.87, 0.234, 99.90, 99.90
1560.23, 4086.11, 0.234, 99.90, 99.90
1561.20, 4086.34, 0.234, 99.90, 99.90
1562.18, 4086.57, 0.234, 99.90, 99.90
1563.15, 4086.80, 0.234, 99.90, 99.90
1564.12, 4087.03, 0.234, 99.90, 99.90
1565.09, 4087.26, 0.234, 99.90, 99.90
1566.06, 4087.49, 0.234, 99.90, 99.90
1567.03, 4087.72, 0.234, 99.90, 99.90
1567.77, 4087.35, -0.277, 99.90, 48.88
1568.73, 4087.08, -0.277, 99.90, 99.90
1569.69, 4086.80, -0.277, 99.90, 99.90
1570.65, 4086.53, -0.277, 99.90, 99.90
1571.61, 4086.26, -0.277, 99.90, 99.90
1572.58, 4085.98, -0.277, 99.90, 99.90
1573.54, 4085.71, -0.277, 99.90, 99.90
1574.50, 4085.44, -0.277, 99.90, 99.90
1575.46, 4085.17, -0.277, 99.90, 99.90
1576.42, 4084.89, -0.277, 99.90, 99.90
1577.38, 4084.62, -0.277, 99.90, 99.90
1578.34, 4084.35, -0.277, 99.90, 99.90
1579.30, 4084.07, -0.277, 99.90, 99.90
1580.26, 4083.80, -0.277, 99.90, 99.90
1581.22, 4083.53, -0.277, 99.90, 99.90
1582.19, 4083.26, -0.277, 99.90, 99.90
1583.15, 4082.98, -0.277, 99.90, 99.90
1584.11, 4082.71, -0.277, 99.90, 99.90
1585.07, 4082.44, -0.277, 99.90, 99.90
1586.03, 4082.16, -0.277, 99.90, 99.90
1586.99, 4081.89, -0.277, 99.90, 99.90
1587.95, 4081.62, -0.277, 99.90, 99.90
1588.91, 4081.34, -0.277, 99.90, 99.90
1589.87, 4081.07, -0.277, 99.90, 99.90
1590.83, 4080.80, -0.277, 99.90, 99.90
1591.80, 4080.53, -0.277, 99.90, 99.90
1592.76, 4080.25, -0.277, 99.90, 99.90
1593.72, 4079.98, -0.277, 99.90, 99.90
1594.68, 4079.71, -0.277, 99.90, 99.90
1595.64, 4079.43, -0.277, 99.90, 99.90
1596.60, 4079.16, -0.277, 99.90, 99.90
1597.56, 4078.89, -0.277, 99.90, 99.90
1598.52, 4078.62, -0.277, 99.90, 99.90
1599.48, 4078.34, -0.277, 99.90, 99.90
1600.45, 4078.07, -0.277, 99.90, 99.90
1601.41, 4077.80, -0.277, 99.90, 99.90
1602.37, 4077.52, -0.277, 99.90, 99.90
1603.33, 4077.25, -0.277, 99.90, 99.90
1604.29, 4076.98, -0.277, 99.90, 99.90
1605.25, 4076.70, -0.277, 99.90, 99.90
1606.21, 4076.43, -0.277, 99.90, 99.90
1607.17, 4076.16, -0.277, 99.90, 99.90
1608.13, 4075.89, -0.277, 99.90, 99.90
1609.09, 4075.61, -0.277, 99.90, 99.90
1610.06, 4075.34, -0.277, 99.90, 99.90
1611.02, 4075.07, -0.277, 99.90, 99.90
1611.98, 4074.79, -0.277, 99.90, 99.90
1612.94, 4074.52, -0.277, 99.90, 99.90
1613.90, 4074.25, -0.277, 99.90, 99.90
1614.64, 4074.58, 0.224, 49.85, 99.90
1615.61, 4074.81, 0.224, 99.90, 99.90
1616.27, 4075.46, 0.734, 48.88, 99.90
1616.92, 4075.48, 0.224, 99.90, 48.88
1617.89, 4075.71, 0.224, 99.90, 99.90
1618.87, 4075.93, 0.224, 99.90, 99.90
1619.84, 4076.15, 0.224, 99.90, 99.90
1620.82, 4076.37, 0.224, 99.90, 99.90
1621.79, 4076.59, 0.224, 99.90, 99.90
1622.76, 4076.81, 0.224, 99.90, 99.90
1623.74, 4077.04, 0.224, 99.90, 99.90
1624.71, 4077.26, 0.224, 99.90, 99.90
1625.69, 4077.48, 0.224, 99.90, 99.90
1626.66, 4077.70, 0.224, 99.90, 99.90
1627.64, 4077.92, 0.224, 99.90, 99.90
1628.61, 4078.14, 0.224, 99.90, 99.90
1629.58, 4078.37, 0.224, 99.90, 99.90
1630.56, 4078.59, 0.224, 99.90, 99.90
1631.53, 4078.81, 0.224, 99.90, 99.90
1632.51, 4079.03, 0.224, 99.90, 99.90
1633.48, 4079.25, 0.224, 99.90, 99.90
1634.45, 4079.47, 0.224, 99.90, 99.90
1635.43, 4079.70, 0.224, 99.90, 99.90
1636.40, 4079.92, 0.224, 99.90, 99.90
1637.38, 4080.14, 0.224, 99.90, 99.90
1638.35, 4080.36, 0.224, 99.90, 99.90
1639.32, 4080.58, 0.224, 99.90, 99.90
1640.30, 4080.81, 0.224, 99.90, 99.90
1641.27, 4081.03, 0.224, 99.90, 99.90
1642.25, 4081.25, 0.224, 99.90, 99.90
1643.22, 4081.47, 0.224, 99.90, 99.90
1644.20, 4081.69, 0.224, 99.90, 99.90
1645.17, 4081.91, 0.224, 99.90, 99.90
1646.14, 4082.14, 0.224, 99.90, 99.90
1647.12, 4082.36, 0.224, 99.90, 99.90
1648.09, 4082.58, 0.224, 99.90, 99.90
1649.07, 4082.80, 0.224, 99.90, 99.90
1650.04, 4083.02, 0.224, 99.90, 99.90
1651.01, 4083.24, 0.224, 99.90, 99.90
1651.99, 4083.47, 0.224, 99.90, 99.90
1652.96, 4083.69, 0.224, 99.90, 99.90
1653.94, 4083.91, 0.224, 99.90, 99.90
1654.91, 4084.13, 0.224, 99.90, 99.90
1655.88, 4084.35, 0.224, 99.90, 99.90
1656.86, 4084.57, 0.224, 99.90, 99.90
1657.83, 4084.80, 0.224, 99.90, 99.90
1658.81, 4085.02, 0.224, 99.90, 99.90
1659.78, 4085.24, 0.224, 99.90, 99.90
1660.76, 4085.46, 0.224, 99.90, 99.90
1661.73, 4085.68, 0.224, 99.90, 99.90
1662.70, 4085.90, 0.224, 99.90, 99.90
1663.68, 4086.13, 0.224, 99.90, 99.90
1664.65, 4086.35, 0.224, 99.90, 99.90
1665.63, 4086.57, 0.224, 99.90, 99.90
1666.60, 4086.79, 0.224, 99.90, 99.90
1667.57, 4087.01, 0.224, 99.90, 99.90
1668.55, 4087.23, 0.224, 99.90, 99.90
1669.52, 4087.46, 0.224, 99.90, 99.90
1670.50, 4087.68, 0.224, 99.90, 99.90
1671.47, 4087.90, 0.224, 99.90, 99.90
1672.44, 4088.12, 0.224, 99.90, 99.90
1673.42, 4088.34, 0.224, 99.90, 99.90
1674.39, 4088.56, 0.224, 99.90, 99.90
1675.13, 4088.18, -0.286, 99.90, 48.88
1676.09, 4087.90, -0.286, 99.90, 99.90
1677.04, 4087.62, -0.286, 99.90, 99.90
1678.00, 4087.34, -0.286, 99.90, 99.90
1678.96, 4087.05, -0.286, 99.90, 99.90
1679.92, 4086.77, -0.286, 99.90, 99.90
1680.88, 4086.49, -0.286, 99.90, 99.90
1681.84, 4086.21, -0.286, 99.90, 99.90
1682.79, 4085.92, -0.286, 99.90, 99.90
1683.75, 4085.64, -0.286, 99.90, 99.90
1684.71, 4085.36, -0.286, 99.90, 99.90
1685.67, 4085.08, -0.286, 99.90, 99.90
1686.63, 4084.79, -0.286, 99.90, 99.90
1687.59, 4084.51, -0.286, 99.90, 99.90
1688.54, 4084.23, -0.286, 99.90, 99.90
1689.50, 4083.95, -0.286, 99.90, 99.90
1690.46, 4083.67, -0.286, 99.90, 99.90
1691.42, 4083.38, -0.286, 99.90, 99.90
1692.38, 4083.10, -0.286, 99.90, 99.90
1693.34, 4082.82, -0.286, 99.90, 99.90
1694.29, 4082.54, -0.286, 99.90, 99.90
1695.25, 4082.25, -0.286, 99.90, 99.90
1696.21, 4081.97, -0.286, 99.90, 99.90
1697.17, 4081.69, -0.286, 99.90, 99.90
1698.13, 4081.41, -0.286, 99.90, 99.90
1699.09, 4081.12, -0.286, 99.90, 99.90
1700.04, 4080.84, -0.286, 99.90, 99.90
1701.00, 4080.56, -0.286, 99.90, 99.90
1701.96, 4080.28, -0.286, 99.90, 99.90
1702.92, 4080.00, -0.286, 99.90, 99.90
1703.88, 4079.71, -0.286, 99.90, 99.90
1704.84, 4079.43, -0.286, 99.90, 99.90
1705.79, 4079.15, -0.286, 99.90, 99.90
1706.75, 4078.87, -0.286, 99.90, 99.90
1707.71, 4078.58, -0.286, 99.90, 99.90
1708.67, 4078.30, -0.286, 99.90, 99.90
1709.63, 4078.02, -0.286, 99.90, 99.90
1710.59, 4077.74, -0.286, 99.90, 99.90
1711.54, 4077.45, -0.286, 99.90, 99.90
1712.50, 4077.17, -0.286, 99.90, 99.90
1713.46, 4076.89, -0.286, 99.90, 99.90
1714.42, 4076.61, -0.286, 99.90, 99.90
1715.38, 4076.33, -0.286, 99.90, 99.90
1716.34, 4076.04, -0.286, 99.90, 99.90
1717.29, 4075.76, -0.286, 99.90, 99.90
1718.25, 4075.48, -0.286, 99.90, 99.90
1719.21, 4075.20, -0.286, 99.90, 99.90
1720.17, 4074.93, -0.277, 98.92, 99.90
1721.13, 4074.66, -0.277, 99.90, 99.90
1722.09, 4074.38, -0.277, 99.90, 99.90
1722.83, 4074.72, 0.224, 49.85, 99.90
1723.80, 4074.94, 0.224, 99.90, 99.90
1724.77, 4075.18, 0.234, 98.92, 99.90
1725.74, 4075.41, 0.234, 99.90, 99.90
1726.71, 4075.65, 0.243, 98.92, 99.90
1727.68, 4075.89, 0.243, 99.90, 99.90
1728.65, 4076.13, 0.243, 99.90, 99.90
1729.62, 4076.37, 0.243, 99.90, 99.90
1730.59, 4076.61, 0.243, 99.90, 99.90
1731.56, 4076.85, 0.243, 99.90, 99.90
1732.53, 4077.10, 0.243, 99.90, 99.90
1733.50, 4077.34, 0.243, 99.90, 99.90
1734.47, 4077.58, 0.243, 99.90, 99.90
1735.43, 4077.82, 0.243, 99.90, 99.90
1736.40, 4078.06, 0.243, 99.90, 99.90
1737.37, 4078.30, 0.243, 99.90, 99.90
1738.34, 4078.54, 0.243, 99.90, 99.90
1739.31, 4078.78, 0.243, 99.90, 99.90
1740.28, 4079.02, 0.243, 99.90, 99.90
1741.25, 4079.26, 0.243, 99.90, 99.90
1742.22, 4079.50, 0.243, 99.90, 99.90
1743.19, 4079.74, 0.243, 99.90, 99.90
1744.16, 4079.98, 0.243, 99.90, 99.90
1745.13, 4080.22, 0.243, 99.90, 99.90
1746.10, 4080.47, 0.243, 99.90, 99.90
1747.07, 4080.71, 0.243, 99.90, 99.90
1748.04, 4080.95, 0.243, 99.90, 99.90
1749.01, 4081.19, 0.243, 99.90, 99.90
1749.98, 4081.43, 0.243, 99.90, 99.90
1750.95, 4081.67, 0.243, 99.90, 99.90
1751.92, 4081.91, 0.243, 99.90, 99.90
1752.89, 4082.15, 0.243, 99.90, 99.90
1753.86, 4082.39, 0.243, 99.90, 99.90
1754.83, 4082.63, 0.243, 99.90, 99.90
1755.80, 4082.87, 0.243, 99.90, 99.90
1756.77, 4083.11, 0.243, 99.90, 99.90
1757.74, 4083.35, 0.243, 99.90, 99.90
1758.70, 4083.59, 0.243, 99.90, 99.90
1759.67, 4083.83, 0.243, 99.90, 99.90
1760.64, 4084.08, 0.243, 99.90, 99.90
1761.61, 4084.32, 0.243, 99.90, 99.90
1762.58, 4084.56, 0.243, 99.90, 99.90
1763.55, 4084.80, 0.243, 99.90, 99.90
1764.52, 4085.04, 0.243, 99.90, 99.90
1765.49, 4085.28, 0.243, 99.90, 99.90
1766.46, 4085.52, 0.243, 99.90, 99.90
1767.43, 4085.76, 0.243, 99.90, 99.90
1768.40, 4086.00, 0.243, 99.90, 99.90
1769.37, 4086.24, 0.243, 99.90, 99.90
1770.34, 4086.48, 0.243, 99.90, 99.90
1771.31, 4086.72, 0.243, 99.90, 99.90
1772.28, 4086.96, 0.243, 99.90, 99.90
1773.25, 4087.20, 0.243, 99.90, 99.90
1774.22, 4087.45, 0.243, 99.90, 99.90
1775.19, 4087.69, 0.243, 99.90, 99.90
1775.92, 4087.32, -0.267, 99.90, 48.88
1776.89, 4087.05, -0.267, 99.90, 99.90
1777.85, 4086.79, -0.267, 99.90, 99.90
1778.81, 4086.53, -0.267, 99.90, 99.90
1779.78, 4086.26, -0.267, 99.90, 99.90
1780.74, 4086.00, -0.267, 99.90, 99.90
1781.71, 4085.74, -0.267, 99.90, 99.90
1782.67, 4085.47, -0.267, 99.90, 99.90
1783.63, 4085.21, -0.267, 99.90, 99.90
1784.60, 4084.95, -0.267, 99.90, 99.90
1785.56, 4084.68, -0.267, 99.90, 99.90
1786.52, 4084.42, -0.267, 99.90, 99.90
1787.49, 4084.16, -0.267, 99.90, 99.90
1788.45, 4083.89, -0.267, 99.90, 99.90
1789.41, 4083.63, -0.267, 99.90, 99.90
1790.38, 4083.37, -0.267, 99.90, 99.90
1791.34, 4083.10, -0.267, 99.90, 99.90
1792.31, 4082.84, -0.267, 99.90, 99.90
1793.27, 4082.57, -0.267, 99.90, 99.90
1794.23, 4082.31, -0.267, 99.90, 99.90
1795.20, 4082.05, -0.267, 99.90, 99.90
1796.16, 4081.78, -0.267, 99.90, 99.90
1797.12, 4081.52, -0.267, 99.90, 99.90
1798.09, 4081.26, -0.267, 99.90, 99.90
1799.05, 4080.99, -0.267, 99.90, 99.90
1800.01, 4080.73, -0.267, 99.90, 99.90
1800.98, 4080.47, -0.267, 99.90, 99.90
1801.94, 4080.20, -0.267, 99.90, 99.90
1802.91, 4079.94, -0.267, 99.90, 99.90
1803.87, 4079.68, -0.267, 99.90, 99.90
1804.83, 4079.41, -0.267, 99.90, 99.90
1805.80, 4079.15, -0.267, 99.90, 99.90
1806.76, 4078.89, -0.267, 99.90, 99.90
1807.72, 4078.62, -0.267, 99.90, 99.90
1808.69, 4078.36, -0.267, 99.90, 99.90
1809.65, 4078.09, -0.267, 99.90, 99.90
1810.61, 4077.83, -0.267, 99.90, 99.90
1811.58, 4077.57, -0.267, 99.90, 99.90
1812.54, 4077.30, -0.267, 99.90, 99.90
1813.51, 4077.04, -0.267, 99.90, 99.90
1814.47, 4076.78, -0.267, 99.90, 99.90
1815.43, 4076.51, -0.267, 99.90, 99.90
1816.40, 4076.25, -0.267, 99.90, 99.90
1817.36, 4075.99, -0.267, 99.90, 99.90
1818.32, 4075.72, -0.267, 99.90, 99.90
1819.29, 4075.46, -0.267, 99.90, 99.90
1820.25, 4075.20, -0.267, 99.90, 99.90
1821.21, 4074.93, -0.267, 99.90, 99.90
1822.18, 4074.67, -0.267, 99.90, 99.90
1823.14, 4074.41, -0.267, 99.90, 99.90
1823.88, 4074.75, 0.234, 49.85, 99.90
1824.86, 4074.98, 0.234, 99.90, 99.90
1825.50, 4075.64, 0.744, 48.88, 99.90
1826.15, 4075.67, 0.234, 99.90, 48.88
1827.13, 4075.90, 0.234, 99.90, 99.90
1828.10, 4076.13, 0.234, 99.90, 99.90
1829.07, 4076.36, 0.234, 99.90, 99.90
1830.04, 4076.60, 0.234, 99.90, 99.90
1831.01, 4076.83, 0.234, 99.90, 99.90
1831.99, 4077.06, 0.234, 99.90, 99.90
1832.96, 4077.29, 0.234, 99.90, 99.90
1833.93, 4077.52, 0.234, 99.90, 99.90
1834.90, 4077.75, 0.234, 99.90, 99.90
1835.87, 4077.98, 0.234, 99.90, 99.90
1836.85, 4078.21, 0.234, 99.90, 99.90
1837.82, 4078.45, 0.234, 99.90, 99.90
1838.79, 4078.68, 0.234, 99.90, 99.90
1839.76, 4078.91, 0.234, 99.90, 99.90
1840.73, 4079.14, 0.234, 99.90, 99.90
1841.70, 4079.37, 0.234, 99.90, 99.90
1842.68, 4079.60, 0.234, 99.90, 99.90
1843.65, 4079.83, 0.234, 99.90, 99.90
1844.62, 4080.06, 0.234, 99.90, 99.90
1845.59, 4080.30, 0.234, 99.90, 99.90
1846.56, 4080.53, 0.234, 99.90, 99.90
1847.54, 4080.76, 0.234, 99.90, 99.90
1848.51, 4080.99, 0.234, 99.90, 99.90
1849.48, 4081.22, 0.234, 99.90, 99.90
1850.45, 4081.45, 0.234, 99.90, 99.90
1851.42, 4081.68, 0.234, 99.90, 99.90
1852.40, 4081.91, 0.234, 99.90, 99.90
1853.37, 4082.14, 0.234, 99.90, 99.90
1854.34, 4082.38, 0.234, 99.90, 99.90
1855.31, 4082.61, 0.234, 99.90, 99.90
1856.28, 4082.84, 0.234, 99.90, 99.90
1857.26, 4083.07, 0.234, 99.90, 99.90
1858.23, 4083.30, 0.234, 99.90, 99.90
1859.20, 4083.53, 0.234, 99.90, 99.90
1860.17, 4083.76, 0.234, 99.90, 99.90
1861.14, 4083.99, 0.234, 99.90, 99.90
1862.11, 4084.23, 0.234, 99.90, 99.90
1863.09, 4084.46, 0.234, 99.90, 99.90
1864.06, 4084.69, 0.234, 99.90, 99.90
1865.03, 4084.92, 0.234, 99.90, 99.90
1866.00, 4085.15, 0.234, 99.90, 99.90
1866.97, 4085.38, 0.234, 99.90, 99.90
1867.95, 4085.61, 0.234, 99.90, 99.90
1868.92, 4085.84, 0.234, 99.90, 99.90
1869.89, 4086.08, 0.234, 99.90, 99.90
1870.86, 4086.31, 0.234, 99.90, 99.90
1871.83, 4086.54, 0.234, 99.90, 99.90
1872.81, 4086.77, 0.234, 99.90, 99.90
1873.78, 4087.00, 0.234, 99.90, 99.90
1874.75, 4087.23, 0.234, 99.90, 99.90
1875.72, 4087.46, 0.234, 99.90, 99.90
1876.69, 4087.69, 0.234, 99.90, 99.90
1877.43, 4087.32, -0.277, 99.90, 48.88
1878.39, 4087.05, -0.277, 99.90, 99.90
1879.35, 4086.77, -0.277, 99.90, 99.90
1880.31, 4086.50, -0.277, 99.90, 99.90
1881.27, 4086.23, -0.277, 99.90, 99.90
1882.23, 4085.95, -0.277, 99.90, 99.90
1883.20, 4085.68, -0.277, 99.90, 99.90
1884.16, 4085.41, -0.277, 99.90, 99.90
1885.12, 4085.14, -0.277, 99.90, 99.90
1886.08, 4084.86, -0.277, 99.90, 99.90
1887.04, 4084.59, -0.277, 99.90, 99.90
1888.00, 4084.32, -0.277, 99.90, 99.90
1888.96, 4084.04, -0.277, 99.90, 99.90
1889.92, 4083.77, -0.277, 99.90, 99.90
1890.88, 4083.50, -0.277, 99.90, 99.90
1891.84, 4083.22, -0.277, 99.90, 99.90
1892.81, 4082.95, -0.277, 99.90, 99.90
1893.77, 4082.68, -0.277, 99.90, 99.90
1894.73, 4082.41, -0.277, 99.90, 99.90
1895.69, 4082.13, -0.277, 99.90, 99.90
1896.65, 4081.86, -0.277, 99.90, 99.90
1897.61, 4081.59, -0.277, 99.90, 99.90
1898.57, 4081.31, -0.277, 99.90, 99.90
1899.53, 4081.04, -0.277, 99.90, 99.90
1900.49, 4080.77, -0.277, 99.90, 99.90
1901.45, 4080.50, -0.277, 99.90, 99.90
1902.42, 4080.22, -0.277, 99.90, 99.90
1903.38, 4079.95, -0.277, 99.90, 99.90
1904.34, 4079.68, -0.277, 99.90, 99.90
1905.30, 4079.40, -0.277, 99.90, 99.90
1906.26, 4079.13, -0.277, 99.90, 99.90
1907.22, 4078.86, -0.277, 99.90, 99.90
1908.18, 4078.58, -0.277, 99.90, 99.90
1909.14, 4078.31, -0.277, 99.90, 99.90
1910.10, 4078.04, -0.277, 99.90, 99.90
1911.06, 4077.77, -0.277, 99.90, 99.90
1912.03, 4077.49, -0.277, 99.90, 99.90
1912.99, 4077.22, -0.277, 99.90, 99.90
1913.95, 4076.95, -0.277, 99.90, 99.90
1914.91, 4076.67, -0.277, 99.90, 99.90
1915.87, 4076.40, -0.277, 99.90, 99.90
1916.83, 4076.13, -0.277, 99.90, 99.90
1917.79, 4075.86, -0.277, 99.90, 99.90
1918.75, 4075.58, -0.277, 99.90, 99.90
1919.71, 4075.31, -0.277, 99.90, 99.90
1920.67, 4075.04, -0.277, 99.90, 99.90
1921.42, 4075.37, 0.224, 49.85, 99.90
1922.39, 4075.59, 0.224, 99.90, 99.90
1923.36, 4075.82, 0.224, 99.90, 99.90
1924.34, 4076.04, 0.224, 99.90, 99.90
1925.31, 4076.26, 0.224, 99.90, 99.90
1926.29, 4076.48, 0.224, 99.90, 99.90
1927.26, 4076.70, 0.224, 99.90, 99.90
1928.23, 4076.92, 0.224, 99.90, 99.90
1929.21, 4077.15, 0.224, 99.90, 99.90
1930.18, 4077.37, 0.224, 99.90, 99.90
1931.16, 4077.59, 0.224, 99.90, 99.90
1932.13, 4077.81, 0.224, 99.90, 99.90
1933.10, 4078.03, 0.224, 99.90, 99.90
1934.08, 4078.25, 0.224, 99.90, 99.90
1935.05, 4078.48, 0.224, 99.90, 99.90
1936.03, 4078.70, 0.224, 99.90, 99.90
1937.00, 4078.92, 0.224, 99.90, 99.90
1937.98, 4079.14, 0.224, 99.90, 99.90
1938.95, 4079.36, 0.224, 99.90, 99.90
1939.92, 4079.58, 0.224, 99.90, 99.90
1940.90, 4079.81, 0.224, 99.90, 99.90
1941.87, 4080.03, 0.224, 99.90, 99.90
1942.85, 4080.25, 0.224, 99.90, 99.90
1943.82, 4080.47, 0.224, 99.90, 99.90
1944.79, 4080.69, 0.224, 99.90, 99.90
1945.77, 4080.92, 0.224, 99.90, 99.90
1946.74, 4081.14, 0.224, 99.90, 99.90
1947.72, 4081.36, 0.224, 99.90, 99.90
1948.69, 4081.58, 0.224, 99.90, 99.90
1949.66, 4081.80, 0.224, 99.90, 99.90
1950.64, 4082.02, 0.224, 99.90, 99.90
1951.61, 4082.25, 0.224, 99.90, 99.90
1952.59, 4082.47, 0.224, 99.90, 99.90
1953.56, 4082.69, 0.224, 99.90, 99.90
1954.54, 4082.91, 0.224, 99.90, 99.90
1955.51, 4083.13, 0.224, 99.90, 99.90
1956.48, 4083.35, 0.224, 99.90, 99.90
1957.46, 4083.58, 0.224, 99.90, 99.90
1958.43, 4083.80, 0.224, 99.90, 99.90
1959.41, 4084.02, 0.224, 99.90, 99.90
1960.38, 4084.24, 0.224, 99.90, 99.90
1961.35, 4084.46, 0.224, 99.90, 99.90
1962.33, 4084.68, 0.224, 99.90, 99.90
1963.30, 4084.91, 0.224, 99.90, 99.90
1964.28, 4085.13, 0.224, 99.90, 99.90
1965.25, 4085.35, 0.224, 99.90, 99.90
1966.22, 4085.57, 0.224, 99.90, 99.90
1967.20, 4085.79, 0.224, 99.90, 99.90
1968.17, 4086.01, 0.224, 99.90, 99.90
1969.15, 4086.24, 0.224, 99.90, 99.90
1970.12, 4086.46, 0.224, 99.90, 99.90
1971.10, 4086.68, 0.224, 99.90, 99.90
1972.07, 4086.90, 0.224, 99.90, 99.90
1973.04, 4087.12, 0.224, 99.90, 99.90
1974.02, 4087.34, 0.224, 99.90, 99.90
1974.99, 4087.57, 0.224, 99.90, 99.90
1975.97, 4087.79, 0.224, 99.90, 99.90
1976.94, 4088.01, 0.224, 99.90, 99.90
1977.91, 4088.23, 0.224, 99.90, 99.90
1978.89, 4088.45, 0.224, 99.90, 99.90
1979.86, 4088.67, 0.224, 99.90, 99.90
1980.60, 4088.29, -0.286, 99.90, 48.88
1981.56, 4088.01, -0.286, 99.90, 99.90
1982.51, 4087.73, -0.286, 99.90, 99.90
1983.47, 4087.45, -0.286, 99.90, 99.90
1984.43, 4087.16, -0.286, 99.90, 99.90
1985.39, 4086.88, -0.286, 99.90, 99.90
1986.35, 4086.60, -0.286, 99.90, 99.90
1987.31, 4086.32, -0.286, 99.90, 99.90
1988.26, 4086.03, -0.286, 99.90, 99.90
1989.22, 4085.75, -0.286, 99.90, 99.90
1990.18, 4085.47, -0.286, 99.90, 99.90
1991.14, 4085.19, -0.286, 99.90, 99.90
1992.10, 4084.90, -0.286, 99.90, 99.90
1993.06, 4084.62, -0.286, 99.90, 99.90
1994.01, 4084.34, -0.286, 99.90, 99.90
1994.97, 4084.06, -0.286, 99.90, 99.90
1995.93, 4083.78, -0.286, 99.90, 99.90
1996.89, 4083.49, -0.286, 99.90, 99.90
1997.85, 4083.21, -0.286, 99.90, 99.90
1998.81, 4082.93, -0.286, 99.90, 99.90
1999.76, 4082.65, -0.286, 99.90, 99.90
2000.72, 4082.36, -0.286, 99.90, 99.90
2001.68, 4082.08, -0.286, 99.90, 99.90
2002.64, 4081.80, -0.286, 99.90, 99.90
2003.60, 4081.52, -0.286, 99.90, 99.90
2004.56, 4081.23, -0.286, 99.90, 99.90
2005.51, 4080.95, -0.286, 99.90, 99.90
2006.47, 4080.67, -0.286, 99.90, 99.90
2007.43, 4080.39, -0.286, 99.90, 99.90
2008.39, 4080.11, -0.286, 99.90, 99.90
